[2025-10-23 21:47:06] [INFO    ] discord.client: logging in using static token
[2025-10-23 21:47:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 16, 'op': 0, 'd': {'user': {'id': '581507186438569984'}, 'status': 'dnd', 'processed_at_timestamp': 1761245264410, 'guild_id': '1180814867704315904', 'client_status': {'web': 'dnd'}, 'activities': [{'type': 4, 'state': 'cs2(london simulator)', 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': 'knife_kara_tiger', 'id': '760541081829376010', 'animated': False}, 'created_at': 1761244251188}, {'type': 6, 'state': 'gaming:twemojimild', 'name': 'Hang Status', 'id': '30d5e4bae0a545e3', 'created_at': 1761245264410}]}}
[2025-10-23 21:47:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:47:43] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:47:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 17, 'op': 0, 'd': {'user': {'id': '581507186438569984'}, 'status': 'dnd', 'processed_at_timestamp': 1761245265481, 'guild_id': '1180814867704315904', 'client_status': {'web': 'dnd'}, 'activities': [{'type': 4, 'state': 'cs2(london simulator)', 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': 'knife_kara_tiger', 'id': '760541081829376010', 'animated': False}, 'created_at': 1761244251188}]}}
[2025-10-23 21:47:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:47:44] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:47:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2025-10-23 21:47:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-23 21:47:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 18, 'op': 0, 'd': {'user': {'id': '581507186438569984'}, 'status': 'dnd', 'processed_at_timestamp': 1761245274192, 'guild_id': '1180814867704315904', 'client_status': {'web': 'dnd'}, 'activities': [{'type': 4, 'state': 'cs2(london simulator)', 'name': 'Custom Status', 'id': 'custom', 'emoji': {'name': 'knife_kara_tiger', 'id': '760541081829376010', 'animated': False}, 'created_at': 1761244251188}, {'type': 6, 'state': 'custom:twemojimild', 'name': 'Hang Status', 'id': '30d5e4bae0a545e3', 'emoji': {'name': 'cs2', 'id': '1159897009885565068', 'animated': False}, 'details': 'Counter-Strike', 'created_at': 1761245274092}]}}
[2025-10-23 21:47:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:47:53] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:48:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 19, 'op': 0, 'd': {'user': {'id': '1260628245804744807'}, 'status': 'offline', 'processed_at_timestamp': 0, 'guild_id': '1180814867704315904', 'client_status': {}, 'activities': []}}
[2025-10-23 21:48:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:00] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:48:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 20, 'op': 0, 'd': {'user': {'id': '780570413767983122'}, 'status': 'online', 'processed_at_timestamp': 1761245303029, 'guild_id': '1410042151798046763', 'client_status': {'web': 'online'}, 'activities': [{'type': 0, 'name': 'with your media in 61174 servers | $help', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245303029}]}}
[2025-10-23 21:48:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:21] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:48:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 21, 'op': 0, 'd': {'user_id': '1025650665046941716', 'timestamp': 1761245309, 'member': {'user': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'display_name': 'bani', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'roles': ['1260908483457319003', '1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1180815570862620772', 'guild_id': '1180814867704315904'}}
[2025-10-23 21:48:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:28] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-23 21:48:28] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-23 21:48:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 21.
[2025-10-23 21:48:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-23 21:48:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-23T18:48:37.704000+00:00', 'pinned': False, 'nonce': '1430991315977371648', 'mentions': [{'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'member': {'roles': ['1260908483457319003', '1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1260908483457319003', '1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1430991322025824310', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '?remove <@1025650665046941716> CO-OWNER', 'components': [], 'channel_type': 0, 'channel_id': '1180815570862620772', 'author': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'attachments': [], 'guild_id': '1180814867704315904'}}
[2025-10-23 21:48:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:36] [DEBUG   ] discord.client: Dispatching event message
[2025-10-23 21:48:36] [DEBUG   ] discord.client: Dispatching event command
[2025-10-23 21:48:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 23, 'op': 0, 'd': {'user': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'unusual_dm_activity_until': None, 'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'guild_id': '1180814867704315904', 'flags': 0, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2025-10-23 21:48:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:36] [DEBUG   ] discord.client: Dispatching event member_update
[2025-10-23 21:48:36] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1180814867704315904/members/1025650665046941716/roles/1260908483457319003 with None has returned 204
[2025-10-23 21:48:36] [DEBUG   ] discord.http: DELETE /guilds/{guild_id}/members/{user_id}/roles/{role_id} has found its initial rate limit bucket hash (b0bb9027ff6ae0c9619c2719f4a24de5).
[2025-10-23 21:48:36] [DEBUG   ] discord.http: DELETE https://discord.com/api/v10/guilds/1180814867704315904/members/1025650665046941716/roles/1260908483457319003 has received 
[2025-10-23 21:48:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_AUDIT_LOG_ENTRY_CREATE', 's': 24, 'op': 0, 'd': {'user_id': '1430461817175408640', 'target_id': '1025650665046941716', 'id': '1430991323330248785', 'changes': [{'new_value': [{'name': 'CO-OWNER', 'id': '1260908483457319003'}], 'key': '$remove'}], 'action_type': 25, 'guild_id': '1180814867704315904'}}
[2025-10-23 21:48:36] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:36] [DEBUG   ] discord.client: Dispatching event audit_log_entry_create
[2025-10-23 21:48:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 25, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-23T18:48:38.248000+00:00', 'pinned': False, 'nonce': '8937473724990975403', 'mentions': [{'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'member': {'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}], 'mention_roles': ['1260908483457319003'], 'mention_everyone': False, 'member': {'roles': ['1253963399058952193', '1430612894353064087'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T08:05:01.481000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1430991324307259462', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Removed <@&1260908483457319003> from <@1025650665046941716>', 'components': [], 'channel_type': 0, 'channel_id': '1180815570862620772', 'author': {'username': 'Guz bot', 'public_flags': 0, 'primary_guild': None, 'id': '1430461817175408640', 'global_name': None, 'display_name_styles': None, 'discriminator': '9865', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '6c6bd19c50c11d01b70c25492151f243'}, 'attachments': [], 'guild_id': '1180814867704315904'}}
[2025-10-23 21:48:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:37] [DEBUG   ] discord.client: Dispatching event message
[2025-10-23 21:48:37] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1180815570862620772/messages with {"content":"Removed <@&1260908483457319003> from <@1025650665046941716>","components":[],"nonce":"8937473724990975403","enforce_nonce":true,"tts":false} has returned 200
[2025-10-23 21:48:37] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1180815570862620772/messages has received {'type': 0, 'content': 'Removed <@&1260908483457319003> from <@1025650665046941716>', 'mentions': [{'id': '1025650665046941716', 'username': 'bani4ka', 'avatar': '6995a088c3030eb79c33d1cd78856342', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': '6f9fa0e83b4af3c4d1dfe82adcda8e62', 'accent_color': 4148560, 'global_name': 'bani', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#3f4d50', 'clan': {'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'tag': 'Moth', 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'primary_guild': {'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'tag': 'Moth', 'badge': 'a2994780f38f395e66a24012b6ec85a9'}}], 'mention_roles': ['1260908483457319003'], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-23T18:48:38.248000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1430991324307259462', 'channel_id': '1180815570862620772', 'author': {'id': '1430461817175408640', 'username': 'Guz bot', 'avatar': '6c6bd19c50c11d01b70c25492151f243', 'discriminator': '9865', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'c924b0291204ccfe702adf1bb00d3b53', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8937473724990975403'}
[2025-10-23 21:48:37] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-10-23 21:48:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 26, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245326523, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761245326359}, 'session_id': 'c691a0ded542627b18bc1354703b9539', 'name': 'Grand Theft Auto V Legacy', 'id': '902dcc8fc06c6a3c', 'created_at': 1761245326523, 'application_id': '1402418714716143646'}]}}
[2025-10-23 21:48:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:45] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:48:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 27, 'op': 0, 'd': {'user': {'id': '429305856241172480'}, 'status': 'dnd', 'processed_at_timestamp': 1761245322917, 'guild_id': '1410042151798046763', 'client_status': {'web': 'dnd'}, 'activities': [{'type': 0, 'name': 'Mega Man Legends 3', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245322917}]}}
[2025-10-23 21:48:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:52] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:48:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 28, 'op': 0, 'd': {'member': {'user': {'username': 'nik4o8970', 'public_flags': 0, 'primary_guild': None, 'id': '836194975116820541', 'global_name': 'Ntf', 'display_name_styles': None, 'display_name': 'Ntf', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f5b909fefd4b1644855f45eba83aabcb'}, 'roles': ['1293947740170227752', '1357426401870876762'], 'premium_since': None, 'pending': False, 'nick': 'freaky', 'mute': False, 'joined_at': '2025-09-02T20:04:51.901000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': '2025-09-07T17:15:20.389000+00:00', 'banner': None, 'avatar': None}, 'user_id': '836194975116820541', 'suppress': False, 'session_id': '8535a6b4b381b3fc12b0576d916a36b7', 'self_video': False, 'self_stream': True, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1180814867704315904', 'discoverable': True, 'deaf': False, 'channel_id': '1260930926540623902'}}
[2025-10-23 21:48:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:52] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-10-23 21:48:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 29, 'op': 0, 'd': {'user': {'id': '1376317021201104968'}, 'status': 'dnd', 'processed_at_timestamp': 1761245336627, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761244633000}, 'session_id': 'dd4917d0909ebd9aae75041158329729', 'platform': 'desktop', 'party': {'size': [4, 16], 'id': 'f41c9b6c0b179b976b032f3299396563'}, 'name': 'Fortnite', 'id': '80dc5716f608e46c', 'flags': 194, 'details': 'Joinable Game - BOX PVP - 3 / 16', 'created_at': 1761245336627, 'assets': {'small_text': 'Tier 422', 'small_image': '443231156620754945'}, 'application_id': '432980957394370572'}]}}
[2025-10-23 21:48:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:55] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:48:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 30, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245340938, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'created_at': 1761245340938, 'assets': {}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:48:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:48:59] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:49:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 31, 'op': 0, 'd': {'user': {'id': '657607423552651277'}, 'status': 'offline', 'processed_at_timestamp': 0, 'guild_id': '1180814867704315904', 'client_status': {}, 'activities': []}}
[2025-10-23 21:49:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:49:09] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:49:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 31.
[2025-10-23 21:49:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-23 21:49:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 32, 'op': 0, 'd': {'user': {'id': '943935563449401344'}, 'status': 'idle', 'processed_at_timestamp': 1761245363205, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'idle'}, 'activities': []}}
[2025-10-23 21:49:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:49:22] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:49:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 33, 'op': 0, 'd': {'user': {'id': '780570413767983122'}, 'status': 'online', 'processed_at_timestamp': 1761245363025, 'guild_id': '1410042151798046763', 'client_status': {'web': 'online'}, 'activities': [{'type': 0, 'name': 'with your media in 61174 servers | $help', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245363025}]}}
[2025-10-23 21:49:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:49:23] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:49:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 34, 'op': 0, 'd': {'user': {'id': '1154457558862536744'}, 'status': 'idle', 'processed_at_timestamp': 1761245366228, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'idle'}, 'activities': [{'type': 2, 'timestamps': {'start': 1761245365797, 'end': 1761245473730}, 'sync_id': '72YttnPRxyHe8zCG50jYhj', 'state': 'ZXKAI; slxughter', 'session_id': '01ad4eaec26813dbbd0456bacf46fe51', 'party': {'id': 'spotify:1154457558862536744'}, 'name': 'Spotify', 'id': 'spotify:1', 'flags': 48, 'details': 'NO BATIDÃO - Slowed', 'created_at': 1761245366228, 'assets': {'large_text': 'NO BATIDÃO', 'large_image': 'spotify:ab67616d0000b2737bff89cf90806ae22a6b72df'}}, {'type': 0, 'timestamps': {'start': 1761241341194}, 'state': 'with Medal', 'session_id': '01ad4eaec26813dbbd0456bacf46fe51', 'platform': 'desktop', 'name': 'Rocket League with Medal', 'id': '4402cd96e099061f', 'details': 'Clipping Rocket League ', 'created_at': 1761241341573, 'buttons': ['Follow on Medal', 'Download Medal'], 'assets': {'small_text': 'Medal', 'small_image': '1407373954984841226', 'large_text': 'Rocket League', 'large_image': '1407373955488022640'}, 'application_id': '862743641939378217'}]}}
[2025-10-23 21:49:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:49:25] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:49:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 35, 'op': 0, 'd': {'user': {'id': '1376317021201104968'}, 'status': 'dnd', 'processed_at_timestamp': 1761245381085, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761244632000}, 'session_id': 'dd4917d0909ebd9aae75041158329729', 'platform': 'desktop', 'party': {'size': [4, 16], 'id': 'f41c9b6c0b179b976b032f3299396563'}, 'name': 'Fortnite', 'id': '80dc5716f608e46c', 'flags': 194, 'details': 'Joinable Game - BOX PVP - 2 / 16', 'created_at': 1761245381085, 'assets': {'small_text': 'Tier 422', 'small_image': '443231156620754945'}, 'application_id': '432980957394370572'}]}}
[2025-10-23 21:49:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:49:39] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:49:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 36, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245391207, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'created_at': 1761245391207, 'assets': {}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:49:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:49:50] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:49:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 36.
[2025-10-23 21:49:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-23 21:50:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 37, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245401286, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 192, 'created_at': 1761245401286, 'assets': {'large_image': '1333894442003988602'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:50:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:00] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 38, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245402084, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [2, 32], 'id': '984158758789632513:11318886596993179270'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245402084, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:50:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:00] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 39, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245402487, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [3, 32], 'id': '984158758789632513:11318886596993179270'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245402487, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:50:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:01] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:50:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 40, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245402502, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'GTA Online', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {'size': [4, 32], 'id': '984158758789632513:11318886596993179270'}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 194, 'created_at': 1761245402502, 'assets': {'large_image': '1333894503043698751'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:50:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:50:01] [DEBUG   ] discord.client: Dispatching event presence_update
